"var1";"var2";"N";"E";"PRR";"QUANT_05";"ebgm";"QUANT_95"
"MOXIFLOXACIN";"CORNEAL OEDEMA";7;0,00906095;922,57;97,15;192,41;350,21
"CYCLOSPORINE";"CHRONIC GRAFT VERSUS HOST DISEASE IN SKIN";8;0,01633187;604,86;96,89;182,68;320,01
"IMATINIB";"PHILADELPHIA CHROMOSOME POSITIVE";9;0,02370489;534,58;96,89;175,5;297,87
"MORPHINE SULFATE";"SUBSTANCE DEPENDENCE";10;0,03128211;464,52;96,82;169,61;280,27
"KYLEENA";"DEVICE EXPULSION";97;0,8162024;134,92;96,78;114,75;135,26
"HYDRALAZINE";"LUPUS NEPHRITIS";6;0,002294021;3196,49;96,6;203,61;388,67
"NATPARA PARATHYROID HORMONE";"HYPOPARATHYROIDISM";8;0,0164709;634,85;96,56;182,06;318,93
"CICLOSPORIN";"GRAFT VERSUS HOST DISEASE";13;0,0549001;251,89;96,54;156,97;244,09
"BUTRANS";"APPLICATION SITE ERYTHEMA";14;0,06300521;233,07;96,45;153,86;235,51
"ALENDRONIC ACID";"ATYPICAL FEMUR FRACTURE";7;0,009323807;853,68;96,41;190,92;347,5
"JARDIANCE";"KETOACIDOSIS";59;0,4623474;189,86;96,41;120,1;148,18
"PEXIDARTINIB";"BLOOD BILIRUBIN INCREASED";8;0,01654476;490,74;96,39;181,73;318,36
"NUVARING";"METRORRHAGIA";16;0,07937835;218,73;96,38;148,87;221,81
"ASP2215";"BONE MARROW FAILURE";34;0,2348374;150,86;96,35;129,05;169,98
"FLUOXETINE";"DEHYDROEPIANDROSTERONE DECREASED";7;0,009343358;2058,54;96,35;190,81;347,3
"TASIGNA";"CHRONIC MYELOID LEUKAEMIA";24;0,1471997;207,24;96,24;136,67;189,5
"SOTALOL";"VENTRICULAR ARRHYTHMIA";7;0,009404184;794,38;96,18;190,47;346,68
"DOXORUBICIN HYDROCHLORIDE";"CARDIOTOXICITY";11;0,0394046;296,54;96,15;163,72;264,38
"ALENDRONATE";"ATYPICAL FRACTURE";6;0,002437398;3803,81;96,09;202,53;386,62
"HYDROCODONE BITARTRATE AND ACETAMINOPHEN ORAL SOLUTION";"RESPIRATORY ARREST";13;0,05543885;239,35;95,89;155,91;242,45
"LEVOFLOXACIN";"TENDON PAIN";30;0,2005574;174,77;95,84;130,94;175,49
"MYCOPHENOLATE MOFETIL";"POLYOMAVIRUSASSOCIATED NEPHROPATHY";31;0,2101245;215,33;95,56;129,86;173,24
"BOTOX COSMETIC";"MULTIPLE USE OF SINGLEUSE PRODUCT";203;1,86238;234,28;95,46;107,31;120,28
"IMPLANON";"DEVICE DEPLOYMENT ISSUE";9;0,02443915;383,56;95,45;172,88;293,42
"NUVARING";"PREGNANCY WITH CONTRACEPTIVE DEVICE";17;0,08876299;206,94;95,42;145,37;214,08
"DEXTROAMPHET SACCHARAT AMPHET ASPARTATE DEXTROAMPHET SULFATE AND AMPHET SULFAT";"PRODUCT SUBSTITUTION ISSUE";130;1,147793;123,51;95,37;110,44;127,33
"TOCILIZUMAB";"HEPATIC FUNCTION ABNORMAL";43;0,3194034;141,79;95,34;123,49;157,85
"PREVACID";"RENAL ATROPHY";14;0,06404143;335,78;95,32;152,07;232,76
"REPAGLINIDE";"HYPOGLYCAEMIC COMA";6;0,002658979;2557,24;95,31;200,9;383,49
"PLERIXAFOR";"MUCOSAL INFLAMMATION";7;0,009717006;728,35;95,3;188,74;343,54
"HAEMATE P";"PRODUCT PREPARATION ISSUE";7;0,009736557;739,71;95,25;188,64;343,34
"DOLUTEGRAVIR";"CONGENITAL SKIN DIMPLES";6;0,002691565;15598,31;95,2;200,66;383,04
"SANDOSTATIN";"BLOOD PRESSURE DIASTOLIC DECREASED";17;0,08903671;202,46;95,2;145,02;213,56
"MIRENA";"CONTRAINDICATED DEVICE USED";18;0,09768056;844,06;95,02;142,95;208,26
"BUPRENORPHINE TRANSDERMAL PATCH SIMILAR TO NDA 21306";"APPLICATION SITE ERYTHEMA";9;0,02468245;375,92;94,97;172,03;291,98
"ESTRADIOL TRANSDERMAL SYSTEM";"APPLICATION SITE MASS";6;0,002771943;4760,8;94,92;200,07;381,92
"PALIVIZUMAB";"RESPIRATORY SYNCYTIAL VIRUS INFECTION";8;0,01720516;472,6;94,87;178,87;313,35
"RITALIN";"PRODUCT COLOUR ISSUE";8;0,01720516;494,91;94,87;178,87;313,35
"FORXIGA";"DIABETIC KETOACIDOSIS";44;0,3305346;142,84;94,81;122,44;156,07
"DEFITELIO";"ACUTE GRAFT VERSUS HOST DISEASE";9;0,02483018;390,03;94,69;171,52;291,11
"PARSABIV";"SHUNT OCCLUSION";6;0,002867527;4183,79;94,59;199,38;380,6
"MIRENA";"DEVICE DISLOCATION";419;4,055867;183,28;94,57;102,56;111,07
"PARAGARD T 380A";"MENORRHAGIA";24;0,1502953;167,6;94,54;134,26;186,15
"SOTALOL HYDROCHLORIDE";"VENTRICULAR ARRHYTHMIA";6;0,002893595;2191,98;94,5;199,19;380,24
"VORICONAZOLE";"FLUORIDE INCREASED";6;0,002965283;14157,91;94,26;198,68;379,26
"VENCLEXTA";"PLATELET TRANSFUSION";17;0,09018372;376,01;94,24;143,58;211,43
"LOSARTAN";"FOETAL DISORDER";14;0,06510589;245,93;94,19;150,27;230,01
"CLOZAPINE TEVA";"NEUTROPHIL COUNT ABNORMAL";6;0,003028282;2137,66;94,04;198,23;378,4
"RASILEZ";"HEMIPARESIS";8;0,0176657;461,46;93,84;176,93;309,95
"ZANTAC 75";"BLADDER CANCER";16;0,08233495;207,49;93,72;144,76;215,68
"COSOPT PF";"EYE BURNS";7;0,01042737;1032,25;93,38;184,93;336,6
"CYTOTEC";"LABOUR AUGMENTATION";6;0,003232485;Inf;93,36;196,78;375,63
"CYTOTEC";"POSTPARTUM STRESS DISORDER";6;0,003232485;Inf;93,36;196,78;375,63
"AFRIN ORIGINAL";"REBOUND NASAL CONGESTION";6;0,00330417290317535;5445,66;93,12;196,28;374,67
"ESTRACE";"VULVOVAGINAL BURNING SENSATION";10;0,03353051;329,52;93,09;163,07;269,45
"IMATINIB MESILATE";"DRUG RESISTANCE";12;0,04975159;245,42;92,94;154,4;244,37
"VALPROIC ACID";"EOSINOPHILIC PLEURAL EFFUSION";6;0,003375861;3109,57;92,88;195,78;373,72
"MONTELUKAST";"SENSORY OVERLOAD";7;0,01063592;1169,26;92,83;183,84;334,62
"JARDIANCE";"FOURNIERS GANGRENE";44;0,338366;195,3;92,77;119,8;152,7
"BEOVU";"UVEITIS";47;0,3669239;144,32;92,73;118,72;150,16
"INFLIXIMAB";"BODY TEMPERATURE FLUCTUATION";38;0,2822559;183,46;92,7;122,15;158,55
"MYCOPHENOLATE MOFETIL";"COMPLICATIONS OF TRANSPLANTED KIDNEY";18;0,100774;288,86;92,68;139,43;203,13
"MELPHALAN";"VITREOUS HAEMORRHAGE";7;0,01070761;753,07;92,64;183,47;333,94
"WARFARIN";"ANTICOAGULATION DRUG LEVEL ABOVE THERAPEUTIC";9;0,02592505;416,39;92,64;167,82;284,82
"AG221";"DIFFERENTIATION SYNDROME";6;0,00345623871725969;2017,34;92,62;195,22;372,65
"JAKAVI";"SPLENOMEGALY";48;0,3769103;146,98;92,61;118,26;149,22
"BETHKIS";"INFECTIVE PULMONARY EXACERBATION OF CYSTIC FIBROSIS";14;0,06664827;216,45;92,6;147,73;226,13
"MINOCYCLINE";"PEMPHIGOID";8;0,01825876;455,9;92,55;174,49;305,68
"GABLOFEN";"DEVICE INVERSION";6;0,003482307;12054,97;92,54;195,04;372,31
"ZANTAC";"COLON CANCER";24;0,1542208;168,78;92,47;131,31;182,07
"PERCODAN";"FOETAL EXPOSURE DURING PREGNANCY";93;0,8161307;118,88;92,44;110;130,11
"ZOFRAN";"DERMATITIS DIAPER";6;0,003519237;2556,87;92,41;194,78;371,82
"MEPOLIZUMAB";"SLEEP DISORDER DUE TO A GENERAL MEDICAL CONDITION";45;0,3498296;156,12;92,27;118,8;151,03
"OXYCODONE";"OESOPHAGEAL OBSTRUCTION";7;0,0108966;906,51;92,15;182,5;332,17
"CREON";"PANCREATECTOMY";6;0,003614822;6636,33;92,1;194,13;370,57
"ELIGARD";"BLOOD TESTOSTERONE ABNORMAL";11;0,04224388;545,72;92,08;156,78;253,17
"INFLECTRA";"HEART RATE IRREGULAR";201;1,914335;141,54;91,93;103,4;115,97
"VENCLYXTO";"BLOOD PHOSPHORUS INCREASED";8;0,01855203;486,73;91,92;173,31;303,6
"PROCYTOX CYCLOPHOSPHAMIDE 2000MGVIAL";"MYCOBACTERIUM CHELONAE INFECTION";6;0,003727785;2092,1;91,74;193,36;369,1
"CAPECITABINE TAB 500MG";"PALMARPLANTAR ERYTHRODYSAESTHESIA SYNDROME";85;0,7437582;132,35;91,64;109,95;131,05
"FINASTERIDE";"EJACULATION DISORDER";7;0,01117901;808,52;91,43;181,07;329,56
"NIRAPARIB CAPSULE";"EASTERN COOPERATIVE ONCOLOGY GROUP PERFORMANCE STATUS WORSENED";6;0,003838576;1937,98;91,38;192,61;367,67
"DUOPA";"DEVICE OCCLUSION";30;0,2116495;158,91;91,34;124,79;167,26
"RISPERIDONE";"INVASIVE BREAST CARCINOMA";8;0,01884747;763,23;91,3;172,14;301,54
"KYLEENA";"GENITAL HAEMORRHAGE";46;0,3636545;144,88;91,24;117,15;148,54
"NEORAL";"TRANSPLANT DYSFUNCTION";10;0,0347579;319,56;91,17;159,7;263,9
"PANITUMUMAB";"SKIN TOXICITY";8;0,01892568;449,91;91,14;171,83;301,01
"STRIBILD";"EMOTIONAL DISTRESS";43;0,3352617;130,24;91,14;118,05;150,9
"VIVITROL";"HYPERMETABOLISM";9;0,02678748;637,46;91,09;165,01;280,05
"ARIPIPRAZOLE";"ANTIPSYCHOTIC DRUG LEVEL BELOW THERAPEUTIC";7;0,0113137;1236,44;91,08;180,39;328,33
"AVEED";"BLOOD TESTOSTERONE DECREASED";8;0,01901909;455,97;90,94;171,46;300,36
"AMOXICILLINE";"ANAPHYLACTIC SHOCK";17;0,09438942;185,82;90,92;138,51;203,97
"INVOKANA";"OSTEOMYELITIS CHRONIC";7;0,01143752;1146,66;90,77;179,77;327,2
"FAMOTIDINE";"HYPOCALCAEMIA";10;0,03503596;291,18;90,74;158,96;262,67
"ACTIVASE";"HAEMORRHAGIC TRANSFORMATION STROKE";7;0,0114701071195042;795,72;90,69;179,61;326,91
"OLMESARTAN";"CONGENITAL RENAL DISORDER";6;0,00409926;1746,78;90,56;190,87;364,35
"ALPRAZOLAM";"VICTIM OF CHEMICAL SUBMISSION";9;0,02709813;928,15;90,55;164,02;278,38
"VEDOLIZUMAB";"POSTOPERATIVE ILEUS";11;0,04351689;806,68;90,36;153,86;248,45
"NEXIUM";"END STAGE RENAL DISEASE";558;5,728297;187,68;90,34;96,91;103,84
"MYCOPHENOLATE MOFETIL";"TRANSPLANT DYSFUNCTION";30;0,2144128;199,45;90,29;123,35;165,33
"IRBESARTAN";"INTESTINAL ANGIOEDEMA";7;0,01163303;751,92;90,28;178,81;325,45
"PARAGARD T 380A";"VAGINAL HAEMORRHAGE";33;0,2428534;141,57;90,25;121,45;160,62
"PEMETREXED";"FEBRILE BONE MARROW APLASIA";8;0,01937318;452,65;90,21;170,09;297,95
"OXALIPLATIN";"NEUROMYOTONIA";7;0,01171124;2686,22;90,09;178,42;324,75
"DOXYCYCLINE";"OESOPHAGEAL ULCER";13;0,06068729;247,61;90;146,34;227,55
"LATISSE";"EYELID SKIN DRYNESS";10;0,03552692;385,36;90;157,67;260,53
"CYTOTEC";"COMPLICATION OF DELIVERY";6;0,00430998;5565,47;89,9;189,48;361,71
"INGREZZA";"DROOLING";53;0,4387316;175,07;89,8;113,27;141,35
"JANUVIA";"PANCREATIC CARCINOMA METASTATIC";10;0,03566161;343,92;89,8;157,31;259,95
"DABRAFENIBTRAMETINIB";"THERAPEUTIC RESPONSE DECREASED";10;0,03567681;282,18;89,78;157,27;259,88
"TOLVAPTAN";"LIVER INJURY";19;0,1138365;175,31;89,78;133,5;192,59
"MIRENA";"PREGNANCY WITH CONTRACEPTIVE DEVICE";105;0,9640647;201,79;89,74;105,68;123,79
"ATRIPLA";"OSTEOPOROSIS";89;0,8012478;121,1;89,68;107,14;127,2
"DOLUTEGRAVIR";"VIRAL MUTATION IDENTIFIED";13;0,06113697;231,48;89,53;145,57;226,36
"JADELLE";"PREGNANCY WITH IMPLANT CONTRACEPTIVE";6;0,004433805;1406,97;89,51;188,68;360,18
"ELMIRON";"CYSTITIS INTERSTITIAL";6;0,004444667;1649,7;89,49;188,61;360,04
"SPINRAZA";"POST LUMBAR PUNCTURE SYNDROME";6;0,004453356;3366,75;89,46;188,55;359,93
"PRALUENT";"DEVICE OPERATIONAL ISSUE";39;0,3035842;160,13;89,32;117,26;151,7
"SALBUTAMOL SULPHATE";"OBSTRUCTIVE AIRWAYS DISORDER";40;0,3136357;137,97;89,23;116,73;150,54
"ARIPIPRAZOLE";"OCULOGYRIC CRISIS";11;0,04444667;309,11;89,15;151,79;245,11
"VARIVAX";"NO ADVERSE EVENT";40;0,3147762;128,7;88,93;116,34;150,03
"PLAN B ONESTEP";"VAGINAL DISCHARGE";16;0,08818079;199,95;88,87;137,27;204,52
"CRYSVITA";"GROWTH DISORDER";7;0,01222392;972,8;88,84;175,95;320,25
"GABLOFEN";"DEVICE KINK";10;0,03631549;318,91;88,84;155,63;257,16
"MYCOPHENOLIC ACID";"KIDNEY TRANSPLANT REJECTION";14;0,07054116;221,89;88,82;141,7;216,89
"TRETINOIN";"DIFFERENTIATION SYNDROME";6;0,004670593;1492,79;88,8;187,16;357,27
"HIZENTRA";"INFUSION SITE SWELLING";31;0,2286462;163,77;88,57;120,37;160,57
"METFORMINE";"METABOLIC ACIDOSIS";22;0,1434632;158,82;88,54;127,82;179,77
"TRIATEC RAMIPRIL";"HYPERTENSIVE CRISIS";7;0,0123825;579,52;88,47;175,2;318,88
"TERIFLUNOMIDE";"THROAT CLEARING";12;0,05354455;264,68;88,43;146,92;232,53
"BUPROPION";"SUSPECTED SUICIDE";58;0,4962733;128,24;88,42;110,36;136,4
"INFLECTRA";"OXYGEN SATURATION ABNORMAL";38;0,29718;186,66;88,4;116,49;151,2
"ENZALUTAMIDE";"PRODUCT AVAILABILITY ISSUE";39;0,307401;144,92;88,29;115,91;149,95
"FULVESTRANT";"METASTASES TO BONE";26;0,1816578;154,12;88,26;123,55;169,16
"RAVICTI";"LIVER TRANSPLANT";6;0,004850899;1341,32;88,26;186,02;355,1
"REVOLADE";"PLATELET COUNT ABNORMAL";14;0,07116897;213,12;88,23;140,77;215,47
"REMODULIN";"INFUSION SITE WARMTH";14;0,07132321;320,56;88,1;140,54;215,12
"PEXIDARTINIB";"ALANINE AMINOTRANSFERASE INCREASED";10;0,03707365;271,96;87,75;153,72;254,01
"MONTELUKAST";"TIC";14;0,07179244;223,9;87,67;139,86;214,08
"MIRENA";"DEVICE USE ISSUE";106;0,9980405;192,66;87,66;103,15;120,73
"FEXOFENADINE";"PRODUCT ADMINISTERED TO PATIENT OF INAPPROPRIATE AGE";10;0,03716488;277,47;87,62;153,49;253,64
"INVEGA SUSTENNA";"BLOOD PROLACTIN INCREASED";14;0,07194885;230,24;87,52;139,63;213,73
"ULTOMIRIS";"HAEMOLYSIS";10;0,03730392;285,64;87,42;153,15;253,07
"ASPIRIN";"HEMIPLEGIA";11;0,04586305;253,53;87,36;148,74;240,19
"KOGENATE FS";"MUSCLE HAEMORRHAGE";7;0,01285173;619,3;87,36;173,01;314,9
"KYLEENA";"EXPIRED DEVICE USED";10;0,0373756;366,28;87,32;152,97;252,78
"KRYSTEXXA";"GOUT";15;0,0811597;190,92;87,3;136,93;206,64
"MYCOPHENOLIC ACID";"POST TRANSPLANT LYMPHOPROLIFERATIVE DISORDER";15;0,08122921;204,77;87,24;136,84;206,51
"INGREZZA";"TARDIVE DYSKINESIA";77;0,6993898;153,4;87,21;105,64;127,02
"VIREAD";"OSTEOPENIA";33;0,2524727;142,7;87,12;117,24;155,04
"SANDOSTATIN";"BLOOD PRESSURE SYSTOLIC INCREASED";36;0,2820995;132,65;87,11;115,69;151,22
"ABREVA";"ORAL HERPES";39;0,311986913650514;132,28;87,09;114,33;147,92
"PREDNISOLONE";"POLYOMAVIRUSASSOCIATED NEPHROPATHY";24;0,1654172;191,82;87,02;123,58;171,35
"TENOFOVIR DISOPROXIL FUMARATE";"CHRONIC HEPATITIS B";6;0,005278856;1461,07;87;183,37;350,04
"BEOVU";"VISUAL ACUITY TESTS";6;0,005304925;Inf;86,92;183,21;349,73
"ATRIPLA";"MULTIPLE FRACTURES";20;0,1277787;177,26;86,9;127,85;182,77
"MONTELUKAST";"PHYSICAL ABUSE";6;0,005317959;4510,01;86,89;183,13;349,59
"STALEVO";"PARKINSONS DISEASE";11;0,04623887;243,54;86,89;147,96;238,92
"TEGSEDI";"GLOMERULONEPHRITIS";6;0,005387475;1310,05;86,68;182,71;348,78
"INFLIXIMAB";"BLOOD PRESSURE FLUCTUATION";268;2,764915;119,82;86,62;95,89;105,92
"NEXIUM";"CHRONIC KIDNEY DISEASE";1980;22,01969;161,61;86,52;89,8;93,16
"STRIBILD";"TOOTH LOSS";11;0,04659731;242,89;86,46;147,21;237,73
"OMEPRAZOLE";"HYPOMAGNESAEMIA";47;0,395823;139,62;86,36;110,56;139,84
"LEVETIRACETAM";"EPILEPTIC AURA";10;0,03807511;636,41;86,35;151,27;249,96
"MYCOPHENOLATE MOFETIL";"ACUTE GRAFT VERSUS HOST DISEASE IN INTESTINE";17;0,100774;263,72;86,29;131,46;193,59
"FENTANYL";"DRUG ABUSE";353;3,723631;109,76;86,08;94,04;102,57
"BEOVU";"RETINAL ARTERY OCCLUSION";12;0,05570171;265,89;86,06;142,98;226,3
"FLUDARABINE";"CYTOKINE RELEASE SYNDROME";22;0,1484858;154,49;85,97;124,12;174,56
"MELPHALAN";"KAPOSIS SARCOMA";9;0,02990048;320,42;85,91;155,61;264,1
"CYSTADANE";"BRAIN OEDEMA";10;0,03840748;270,27;85,9;150,48;248,65
"RASILEZ";"EATING DISORDER";8;0,02158683;376,34;85,9;161,96;283,72
"PONATINIB";"ACUTE LYMPHOCYTIC LEUKAEMIA RECURRENT";13;0,06480611;226,55;85,86;139,61;217,09
"EMTRICITABINETENOFOVIR DISOPROXIL FUMARATE";"VIROLOGIC FAILURE";12;0,05591677;228,61;85,83;142,6;225,7
"OPCONA";"MYDRIASIS";6;0,005687261;1072,17;85,83;180,91;345,34
"LERGIGAN PROMETHAZINE";"AKATHISIA";24;0,1681565;153,45;85,78;121,83;168,91
"MYCOPHENOLATE MOFETIL";"NECROTISING OESOPHAGITIS";9;0,03001779;837,7;85,72;155,28;263,53
"EFAVIRENZ";"MITOCHONDRIAL TOXICITY";6;0,005735054;1278,46;85,69;180,62;344,81
"MAKENA";"PREMATURE BABY";244;2,530375;131,39;85,66;95,3;105,77
"CRYSVITA";"BLOOD PHOSPHORUS DECREASED";12;0,05608622;252,68;85,65;142,3;225,23
"BORTEZOMIB";"PLASMA CELL MYELOMA RECURRENT";15;0,08324083;212,59;85,62;134,29;202,66
"ESTRADIOL HEMIHYDRATE";"PRODUCT ADHESION ISSUE";7;0,01366854;518,46;85,5;169,33;308,21
"KOGENATE FS";"RECALLED PRODUCT";11;0,04741847;244,49;85,47;145,54;235,02
"HALOPERIDOL";"EXTRAPYRAMIDAL DISORDER";10;0,03877678;273,46;85,4;149,6;247,2
"LAMOTRIGINE";"ANOMALY OF EXTERNAL EAR CONGENITAL";7;0,01371634;1401,69;85,4;169,12;307,83
"ESTRING";"VULVOVAGINAL DISCOMFORT";7;0,01376413;563,23;85,29;168,91;307,45
"METHADONE HYDROCHLORIDE";"CLEFT PALATE";7;0,01379671;668,48;85,22;168,77;307,18
"EQUMET";"PEMPHIGOID";7;0,0138054;524,94;85,2;168,73;307,11
"FIRDAPSE";"MYASTHENIC SYNDROME";6;0,00592405;1301,91;85,17;179,51;342,68
"GENOTROPIN";"INSULINLIKE GROWTH FACTOR DECREASED";8;0,02201913;508,25;85,11;160,46;281,1
"BYDUREON";"INTENTIONAL DEVICE MISUSE";17;0,1025532;184,32;85,09;129,63;190,88
"MIRENA";"MEDICAL DEVICE MONITORING ERROR";16;0,09343358;625,23;84,91;131,17;195,43
"PROGRAF";"TRANSPLANT DYSFUNCTION";8;0,02215816;392,35;84,85;159,99;280,27
"ALEMTUZUMAB";"CULTURE URINE POSITIVE";7;0,0139922272645315;791,52;84,79;167,92;305,63
"RHOPHYLAC";"NO ADVERSE EVENT";37;0,3010903;124,34;84,69;112,02;145,9
"PRILOSEC OTC";"DRUG DEPENDENCE";83;0,7856632;111,15;84,65;101,8;121,58
"FINASTERIDE";"COLLAGEN DISORDER";6;0,006130425;1512,03;84,6;178,31;340,39
"VIREAD";"OSTEOPOROSIS";74;0,690092;115,16;84,55;102,82;124,07
"TASIGNA";"CHRONIC MYELOID LEUKAEMIA RECURRENT";10;0,03942849;379,94;84,53;148,08;244,69
"METFORMIN";"BASE EXCESS DECREASED";10;0,03950018;2774,8;84,44;147,92;244,42
"ACTEMRA";"DISABILITY ASSESSMENT SCALE SCORE INCREASED";24;0,171530238287131;278,83;84,31;119,73;166,01
"LUCENTIS";"DIABETIC RETINAL OEDEMA";6;0,006234698;2404,39;84,31;177,71;339,24
"ZOLPIDEM TARTRATE";"HOMICIDE";6;0,006236871;1175,58;84,31;177,7;339,22
"INFLIXIMAB";"DRUG LEVEL BELOW THERAPEUTIC";53;0,4691013;145,41;84,28;106,31;132,66
"AXICABTAGENE CILOLEUCEL";"NEUROTOXICITY";19;0,1232059;159,25;84,09;125,05;180,4
"VIREAD";"TOOTH LOSS";32;0,2524727;137,99;84,04;113,63;150,91
"MABTHERA";"DIFFUSE LARGE BCELL LYMPHOMA RECURRENT";15;0,08541537;197,08;83,93;131,64;198,66
"WOMENS ROGAINE UNSCENTED";"APPLICATION SITE IRRITATION";13;0,06700237;212,47;83,8;136,27;211,89
"KYMRIAH";"DIFFUSE LARGE BCELL LYMPHOMA RECURRENT";20;0,1336289;175,08;83,69;123,13;176,02
"ACLIDINIUM BROMIDE";"BLOOD COUNT ABNORMAL";16;0,0951866825104762;170,76;83,67;129,25;192,57
"FINASTERIDE";"FAT TISSUE DECREASED";6;0,006491038;1386,03;83,62;176,25;336,46
"ACLIDINIUM BROMIDE";"OBSTRUCTIVE AIRWAYS DISORDER";11;0,0490412250421983;229,08;83,6;142,34;229,85
"PANITUMUMAB";"PARONYCHIA";7;0,01462439;513,85;83,43;165,22;300,73
"NEXPLANON";"IMPLANT SITE IRRITATION";8;0,02300973;Inf;83,34;157,14;275,27
"ALUVIA 20050";"HEPATIC FUNCTION ABNORMAL";10;0,04038434;250,57;83,29;145,91;241,1
"DENOSUMAB";"FEMUR FRACTURE";8;0,02303797;352,83;83,29;157,04;275,1
"ORGALUTRAN";"ASCITES";8;0,02304449;351,65;83,28;157,02;275,07
"NEXPLANON";"MENSTRUATION NORMAL";9;0,03163838;1560,06;83,26;150,81;255,97
"ZOFRAN";"PATENT DUCTUS ARTERIOSUS";8;0,02307056;371,91;83,24;156,94;274,92
"NUVARING";"ABNORMAL WITHDRAWAL BLEEDING";6;0,006647448;1394,38;83,2;175,37;334,79
"AMPHETAMINE";"CARDIOMYOPATHY";6;0,006673517;920,63;83,14;175,23;334,51
"BYETTA";"PANCREATIC CARCINOMA METASTATIC";6;0,006686551;1009,36;83,1;175,16;334,37
"INJECTAFER";"SERUM FERRITIN INCREASED";7;0,01481556;500,68;83,02;164,42;299,27
"TOPIRAMATE";"ANGLE CLOSURE GLAUCOMA";8;0,02328345;415,72;82,87;156,24;273,7
"OLANZAPINE";"CATARACT CONGENITAL";6;0,006790825;Inf;82,83;174,58;333,26
"PRILOSEC";"HYPERPARATHYROIDISM SECONDARY";16;0,09643579;182,1;82,81;127,92;190,59
"KYMRIAH";"PARAPARESIS";11;0,04974507;281,66;82,8;140,99;227,68
"KYMRIAH";"BLYMPHOCYTE COUNT ABNORMAL";6;0,006827755;6145,36;82,73;174,37;332,87
"ESTRADIOL VAGINAL CREAM USP";"VULVOVAGINAL BURNING SENSATION";6;0,006842962;929,89;82,69;174,29;332,71
"FOSAMAX";"FEMUR FRACTURE";17;0,1064135;165,28;82,58;125,81;185,27
"RASILEZ";"APHASIA";9;0,03211196;283,54;82,57;149,56;253,83
"SYNAGIS";"RESPIRATORY SYNCYTIAL VIRUS TEST POSITIVE";12;0,05912319;472,25;82,55;137,15;217,07
"MYCOPHENOLATE MOFETIL";"COMPLICATIONS OF TRANSPLANTED LUNG";8;0,02358541;1241,04;82,35;155,26;271,99
"BISOPROLOL";"SINUS NODE DYSFUNCTION";10;0,04119463;304,74;82,27;144,12;238,14
"PREDNISOLONE ACETATE";"ENDOPHTHALMITIS";6;0,007077577;876,78;82,08;173;330,26
"CREON";"PANCREATIC CARCINOMA";19;0,1269706;160,42;82;121,95;175,92
"BABY TEETHING HYLAND HOMEOPATHIC";"SEIZURE";39;0,3331154;118,33;81,95;107,58;139,18
"ADCETRIS";"HODGKINS DISEASE";8;0,023919952555466;366,59;81,78;154,2;270,12
"VIVITROL";"IMPRISONMENT";8;0,02396774;629,59;81,7;154,05;269,86
"ZANTAC 75";"COLORECTAL CANCER";10;0,04165952;260,47;81,69;143,11;236,47
"MORPHINE SULFATE";"SUBSTANCE ABUSE";24;0,177917;155,23;81,65;115,96;160,78
"EVEROLIMUS";"CHRONIC GRAFT VERSUS HOST DISEASE";13;0,06950494;206,86;81,58;132,65;206,27
"CLONAZEPAM TEVA";"PRODUCT SUBSTITUTION ISSUE";28;0,219431;129,93;81,5;112,63;152,48
"SOVALDI";"HEPATITIS C";6;0,007333917;842,03;81,43;171,62;327,62
"CHANTIX";"TOBACCO USER";7;0,0156063;796,62;81,4;161,2;293,41
"NUPLAZID";"NONSPECIFIC REACTION";16;0,09862771;200,73;81,34;125,65;187,2
"GILENYA";"EXPANDED DISABILITY STATUS SCALE SCORE INCREASED";54;0,4982893;688,17;81,27;102,29;127,39
"ARIPIPRAZOLE";"DISTURBANCE IN SOCIAL BEHAVIOUR";12;0,06060909;235,51;81,12;134,76;213,29
"BERINERT";"PRODUCT PREPARATION ISSUE";10;0,04219175;246,89;81,04;141,97;234,59
"OXYCODONE HCL CAPSULES";"RESPIRATORY ARREST";19;0,1288953;151,9;80,97;120,42;173,72
"ZOFRAN";"CARDIAC MURMUR";9;0,03323724;285,86;80,96;146,66;248,91
"VELETRI";"VASCULAR DEVICE INFECTION";21;0,1491114;161,23;80,94;117,92;167,15
"OMEPRAZOLE";"GASTRIC POLYPS";12;0,06089584;262,41;80,84;134,31;212,58
"JARDIANCE";"DIABETIC KETOACIDOSIS";156;1,658252;123,95;80,83;92,39;105,23
"NEXPLANON";"INCORRECT PRODUCT ADMINISTRATION DURATION";227;2,485051;123,54;80,8;90,25;100,54
"PREVACID";"CHRONIC KIDNEY DISEASE";616;7,102195;100,56;80,78;86,36;92,24
"PRINIVIL";"ALLERGIC COUGH";6;0,007603291;1004,08;80,75;170,19;324,9
"CABOZANTINIB";"PALMARPLANTAR ERYTHRODYSAESTHESIA SYNDROME";20;0,1396225;148;80,63;118,64;169,6
"ATRIPLA";"BONE DENSITY ABNORMAL";13;0,07065412;213,36;80,6;131,05;203,78
"NICODERM CQ";"APPLICATION SITE RASH";11;0,05179579;224;80,59;137,22;221,58
"EQUATE NICOTINE";"APPLICATION SITE ERYTHEMA";8;0,02468245;333;80,52;151,82;265,95
"PREDNISOLONE ACETATE 10";"PRODUCT DROPPER ISSUE";6;0,007709737;833,1;80,48;169,63;323,83
